protein_ids,majority_protein_ids,fasta_header,mol_weight,score,intensity,intensity_abeta1,intensity_abeta2,intensity_abeta3,intensity_abeta4,intensity_veh1,intensity_veh2,intensity_veh3,intensity_veh4,ibaq,ibaq_abeta1,ibaq_abeta2,ibaq_abeta3,ibaq_abeta4,ibaq_veh1,ibaq_veh2,ibaq_veh3,ibaq_veh4,lfq_intensity_abeta1,lfq_intensity_abeta2,lfq_intensity_abeta3,lfq_intensity_abeta4,lfq_intensity_veh1,lfq_intensity_veh2,lfq_intensity_veh3,lfq_intensity_veh4,msms_count_abeta1,msms_count_abeta2,msms_count_abeta3,msms_count_abeta4,msms_count_veh1,msms_count_veh2,msms_count_veh3,msms_count_veh4
tr|Q8BPI6|Q8BPI6_MOUSE;tr|Q545L9|Q545L9_MOUSE;sp|P23506|PIMT_MOUSE;tr|F7D432|F7D432_MOUSE;tr|E9PWE0|E9PWE0_MOUSE;tr|E0CYV0|E0CYV0_MOUSE;tr|F6V9F1|F6V9F1_MOUSE;tr|F6TXE3|F6TXE3_MOUSE,tr|Q8BPI6|Q8BPI6_MOUSE;tr|Q545L9|Q545L9_MOUSE;sp|P23506|PIMT_MOUSE;tr|F7D432|F7D432_MOUSE;tr|E9PWE0|E9PWE0_MOUSE;tr|E0CYV0|E0CYV0_MOUSE;tr|F6V9F1|F6V9F1_MOUSE,tr|Q8BPI6|Q8BPI6_MOUSE Protein-L-isoaspartate O-methyltransferase (Fragment) OS=Mus musculus OX=10090 GN=Pcmt1 PE=2 SV=1;tr|Q545L9|Q545L9_MOUSE Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=2 SV=1;sp|P23506|PIMT_MOUSE Prot,22.416,66.547,1038900000,93288000,106910000,122880000,167790000,139830000,75440000,130790000,201950000,94443000,8480700,9719100,11171000,15253000,12712000,6858100,11890000,18359000,122460000,92887000,101690000,143740000,133720000,99609000,108560000,147860000,9,12,9,12,12,6,9,15
tr|B2RWB7|B2RWB7_MOUSE;sp|Q8BZA9|TIGAR_MOUSE;tr|A0A0J9YV11|A0A0J9YV11_MOUSE,tr|B2RWB7|B2RWB7_MOUSE;sp|Q8BZA9|TIGAR_MOUSE,"tr|B2RWB7|B2RWB7_MOUSE 9630033F20Rik protein OS=Mus musculus OX=10090 GN=Tigar PE=1 SV=1;sp|Q8BZA9|TIGAR_MOUSE Fructose-2,6-bisphosphatase TIGAR OS=Mus musculus OX=10090 GN=Tigar PE=1 SV=1",29.19,102.05,2115700000,195040000,235620000,214280000,374240000,239190000,222810000,297450000,337110000,151120000,13931000,16830000,15306000,26732000,17085000,15915000,21246000,24079000,265930000,259910000,169020000,283490000,238640000,270980000,229240000,282910000,9,8,9,10,9,12,14,14
sp|Q99KN2|CIAO1_MOUSE;tr|G3UYR5|G3UYR5_MOUSE;tr|G3UYN9|G3UYN9_MOUSE;tr|G3UYS4|G3UYS4_MOUSE,sp|Q99KN2|CIAO1_MOUSE;tr|G3UYR5|G3UYR5_MOUSE;tr|G3UYN9|G3UYN9_MOUSE,sp|Q99KN2|CIAO1_MOUSE Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Mus musculus OX=10090 GN=Ciao1 PE=1 SV=1;tr|G3UYR5|G3UYR5_MOUSE Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Mus musculus OX=10090 GN=Ciao1 PE=1 SV=1,37.632,39.772,1665500000,186840000,183840000,189250000,192100000,287280000,173300000,196190000,256690000,97970000,10991000,10814000,11132000,11300000,16899000,10194000,11541000,15100000,213940000,175420000,181470000,200480000,217240000,195540000,159310000,210830000,9,12,11,8,12,8,10,15
sp|Q9DCT1|AKCL2_MOUSE;tr|Q8CEB6|Q8CEB6_MOUSE,sp|Q9DCT1|AKCL2_MOUSE;tr|Q8CEB6|Q8CEB6_MOUSE,"sp|Q9DCT1|AKCL2_MOUSE 1,5-anhydro-D-fructose reductase OS=Mus musculus OX=10090 GN=Akr1e2 PE=1 SV=1;tr|Q8CEB6|Q8CEB6_MOUSE Aldo-keto reductase family 1, member E1 OS=Mus musculus OX=10090 GN=Akr1e1 PE=1 SV=1",34.46,29.09,1057200000,97623000,192740000,80967000,139470000,141050000,86797000,133150000,185370000,58732000,5423500,10708000,4498200,7748100,7836200,4822100,7397300,10298000,125170000,153390000,92947000,123010000,157210000,106310000,108970000,119660000,9,7,7,12,15,10,11,15
sp|Q8C0D5|EFL1_MOUSE;tr|D3Z1V3|D3Z1V3_MOUSE,sp|Q8C0D5|EFL1_MOUSE,sp|Q8C0D5|EFL1_MOUSE Elongation factor-like GTPase 1 OS=Mus musculus OX=10090 GN=Efl1 PE=1 SV=1,125.78,31.826,677590000,66251000,83732000,79825000,112120000,83707000,69688000,64617000,117650000,13286000,1299000,1641800,1565200,2198400,1641300,1366400,1267000,2306800,84111000,74947000,64596000,86430000,104870000,69132000,59403000,91458000,9,6,11,16,10,13,7,16
sp|Q8CGA0|PPM1F_MOUSE,sp|Q8CGA0|PPM1F_MOUSE,sp|Q8CGA0|PPM1F_MOUSE Protein phosphatase 1F OS=Mus musculus OX=10090 GN=Ppm1f PE=1 SV=1,49.61,41.283,1136900000,107750000,114150000,119080000,192790000,124600000,127040000,113790000,237660000,63160000,5986200,6341700,6615300,10711000,6922200,7058000,6321900,13203000,117460000,108640000,104930000,150880000,155780000,125510000,108320000,168510000,9,10,12,15,10,10,10,13
sp|Q8BHG9|CGBP1_MOUSE,sp|Q8BHG9|CGBP1_MOUSE,sp|Q8BHG9|CGBP1_MOUSE CGG triplet repeat-binding protein 1 OS=Mus musculus OX=10090 GN=Cggbp1 PE=1 SV=1,18.761,25.446,889300000,79966000,136570000,154830000,119190000,89038000,86233000,148460000,75024000,74108000,6663900,11381000,12902000,9932200,7419800,7186100,12371000,6252000,99652000,113540000,123440000,88599000,97234000,109740000,108890000,92511000,9,10,11,12,10,14,16,9
sp|P63168|DYL1_MOUSE;tr|Q9D6F6|Q9D6F6_MOUSE;tr|Q80ZS7|Q80ZS7_MOUSE,sp|P63168|DYL1_MOUSE;tr|Q9D6F6|Q9D6F6_MOUSE;tr|Q80ZS7|Q80ZS7_MOUSE,"sp|P63168|DYL1_MOUSE Dynein light chain 1, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll1 PE=1 SV=1;tr|Q9D6F6|Q9D6F6_MOUSE Dynein light chain OS=Mus musculus OX=10090 GN=Dynll1 PE=2 SV=1;tr|Q80ZS7|Q80ZS7_MOUSE Dynein light chain OS=Mus musculus OX=10090 GN",10.366,85.198,2618700000,303540000,301890000,354600000,304010000,327780000,281120000,398340000,347470000,523750000,60709000,60378000,70920000,60802000,65556000,56224000,79669000,69493000,239510000,243790000,291800000,239630000,248040000,271470000,283510000,264310000,9,13,12,11,11,12,10,14
sp|Q9CQ54|NDUC2_MOUSE;tr|Q9D846|Q9D846_MOUSE;tr|A0A0U1RPJ5|A0A0U1RPJ5_MOUSE,sp|Q9CQ54|NDUC2_MOUSE;tr|Q9D846|Q9D846_MOUSE;tr|A0A0U1RPJ5|A0A0U1RPJ5_MOUSE,sp|Q9CQ54|NDUC2_MOUSE NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus OX=10090 GN=Ndufc2 PE=1 SV=1;tr|Q9D846|Q9D846_MOUSE NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus OX=10090 GN=Ndufc2 PE=2 SV=1;tr|A0A0U1RPJ5|A0A0U1RPJ5_MOUSE ,14.164,21.723,1496800000,116450000,169130000,211860000,177140000,121120000,153470000,374560000,173090000,187100000,14556000,21142000,26482000,22142000,15140000,19184000,46820000,21637000,125970000,178910000,192600000,156220000,140410000,161620000,244750000,162030000,9,13,15,10,11,12,15,10
sp|E9Q4P1|WDFY1_MOUSE;tr|Q8R3I5|Q8R3I5_MOUSE;tr|D3YWG9|D3YWG9_MOUSE;tr|A0A087WPX9|A0A087WPX9_MOUSE;tr|D3Z057|D3Z057_MOUSE;tr|Q9DAD3|Q9DAD3_MOUSE,sp|E9Q4P1|WDFY1_MOUSE;tr|Q8R3I5|Q8R3I5_MOUSE,sp|E9Q4P1|WDFY1_MOUSE WD repeat and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Wdfy1 PE=1 SV=1;tr|Q8R3I5|Q8R3I5_MOUSE Wdfy1 protein OS=Mus musculus OX=10090 GN=Wdfy1 PE=2 SV=1,46.217,28.143,1322900000,150620000,201530000,214510000,124330000,162470000,145310000,202860000,121250000,55120000,6275900,8396900,8937900,5180500,6769700,6054800,8452600,5052000,155540000,159250000,151540000,150440000,164960000,151410000,130940000,136200000,9,17,16,10,9,14,15,7
sp|Q9JM90|STAP1_MOUSE;tr|B7ZP01|B7ZP01_MOUSE;tr|A0A0H2UKC0|A0A0H2UKC0_MOUSE,sp|Q9JM90|STAP1_MOUSE;tr|B7ZP01|B7ZP01_MOUSE;tr|A0A0H2UKC0|A0A0H2UKC0_MOUSE,sp|Q9JM90|STAP1_MOUSE Signal-transducing adaptor protein 1 OS=Mus musculus OX=10090 GN=Stap1 PE=1 SV=1;tr|B7ZP01|B7ZP01_MOUSE Stap1 protein OS=Mus musculus OX=10090 GN=Stap1 PE=2 SV=1;tr|A0A0H2UKC0|A0A0H2UKC0_MOUSE Signal-transducing adaptor protein 1 OS=M,34.627,40.901,1066800000,57094000,141780000,129400000,146780000,147310000,108550000,166140000,169770000,56149000,3004900,7462200,6810700,7725400,7753000,5713400,8744000,8935400,89624000,139910000,128510000,131700000,124680000,111820000,117850000,108350000,9,12,15,16,10,13,12,10
sp|Q9R0H0|ACOX1_MOUSE;tr|Q8BW35|Q8BW35_MOUSE;tr|A2A848|A2A848_MOUSE;tr|Q8C168|Q8C168_MOUSE,sp|Q9R0H0|ACOX1_MOUSE;tr|Q8BW35|Q8BW35_MOUSE;tr|A2A848|A2A848_MOUSE;tr|Q8C168|Q8C168_MOUSE,sp|Q9R0H0|ACOX1_MOUSE Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus OX=10090 GN=Acox1 PE=1 SV=5;tr|Q8BW35|Q8BW35_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 PE=2 SV=2;tr|A2A848|A2A848_MOUSE Peroxisomal acyl-coenzyme A oxidase ,74.648,54.991,851490000,80364000,124640000,130300000,111260000,126220000,81881000,84526000,112300000,25044000,2363700,3666000,3832400,3272400,3712300,2408300,2486100,3302800,90695000,114220000,95258000,98094000,106190000,102040000,86012000,98593000,9,15,18,12,17,7,11,9
sp|Q9D7N9|APMAP_MOUSE,sp|Q9D7N9|APMAP_MOUSE,sp|Q9D7N9|APMAP_MOUSE Adipocyte plasma membrane-associated protein OS=Mus musculus OX=10090 GN=Apmap PE=1 SV=1,46.434,77.419,1935800000,161790000,307020000,263260000,216430000,230050000,191550000,331590000,234050000,84163000,7034500,13349000,11446000,9410100,10002000,8328300,14417000,10176000,187710000,237770000,262660000,228300000,243000000,200610000,248150000,203330000,9,20,15,6,14,11,19,8
tr|A2RS58|A2RS58_MOUSE;sp|P47941|CRKL_MOUSE;tr|A0A338P675|A0A338P675_MOUSE;tr|A0A338P6Q0|A0A338P6Q0_MOUSE;tr|Q8R5B8|Q8R5B8_MOUSE,tr|A2RS58|A2RS58_MOUSE;sp|P47941|CRKL_MOUSE;tr|A0A338P675|A0A338P675_MOUSE,tr|A2RS58|A2RS58_MOUSE V-crk sarcoma virus CT10 oncogene homolog (Avian)-like OS=Mus musculus OX=10090 GN=Crkl PE=1 SV=1;sp|P47941|CRKL_MOUSE Crk-like protein OS=Mus musculus OX=10090 GN=Crkl PE=1 SV=2;tr|A0A338P675|A0A338P675_MOUSE Crk-like protein (Fragm,33.83,66.402,1205100000,101140000,80212000,128090000,162530000,201040000,139420000,171950000,220760000,75321000,6321200,5013200,8005500,10158000,12565000,8713700,10747000,13797000,136340000,99364000,125550000,157900000,169260000,151610000,135030000,168290000,9,10,13,12,15,15,13,17
tr|B9EHY2|B9EHY2_MOUSE;sp|Q80W54|FACE1_MOUSE;tr|I7HIP5|I7HIP5_MOUSE,tr|B9EHY2|B9EHY2_MOUSE;sp|Q80W54|FACE1_MOUSE,tr|B9EHY2|B9EHY2_MOUSE CAAX prenyl protease OS=Mus musculus OX=10090 GN=Zmpste24 PE=1 SV=1;sp|Q80W54|FACE1_MOUSE CAAX prenyl protease 1 homolog OS=Mus musculus OX=10090 GN=Zmpste24 PE=1 SV=2,54.734,52.371,2042700000,149900000,292570000,361710000,218730000,198920000,233590000,382760000,204480000,107510000,7889500,15399000,19037000,11512000,10469000,12294000,20145000,10762000,208330000,284170000,265000000,198210000,224520000,232100000,259570000,201200000,9,14,19,11,12,16,15,9
tr|Q05CC5|Q05CC5_MOUSE;tr|Q05DE4|Q05DE4_MOUSE;tr|B2RWT5|B2RWT5_MOUSE;sp|A2AR02|PPIG_MOUSE;tr|Q80VC1|Q80VC1_MOUSE;tr|Q3UZ38|Q3UZ38_MOUSE;tr|A2AR01|A2AR01_MOUSE,tr|Q05CC5|Q05CC5_MOUSE;tr|Q05DE4|Q05DE4_MOUSE;tr|B2RWT5|B2RWT5_MOUSE;sp|A2AR02|PPIG_MOUSE;tr|Q80VC1|Q80VC1_MOUSE;tr|Q3UZ38|Q3UZ38_MOUSE;tr|A2AR01|A2AR01_MOUSE,tr|Q05CC5|Q05CC5_MOUSE Ppig protein (Fragment) OS=Mus musculus OX=10090 GN=Ppig PE=2 SV=1;tr|Q05DE4|Q05DE4_MOUSE Ppig protein (Fragment) OS=Mus musculus OX=10090 GN=Ppig PE=2 SV=1;tr|B2RWT5|B2RWT5_MOUSE Peptidyl-prolyl isomerase G (Cyclophilin G) OS=Mus mu,46.291,33.894,1485200000,197130000,153970000,255370000,161090000,211090000,103310000,235440000,167740000,106080000,14081000,10998000,18241000,11507000,15078000,7379500,16817000,11981000,265550000,167450000,194720000,140470000,180780000,160160000,163790000,120600000,9,10,13,14,17,14,16,13
tr|Q3U3A7|Q3U3A7_MOUSE;tr|E9Q794|E9Q794_MOUSE;tr|Q6ZPV1|Q6ZPV1_MOUSE;tr|Q3UII8|Q3UII8_MOUSE;tr|Q3UKM9|Q3UKM9_MOUSE;tr|A4FTZ3|A4FTZ3_MOUSE;sp|Q924K8|MTA3_MOUSE;tr|Q3TY62|Q3TY62_MOUSE;tr|H3BLE1|H3BLE1_MOUSE;tr|H3BIY7|H3BIY7_MOUSE,tr|Q3U3A7|Q3U3A7_MOUSE;tr|E9Q794|E9Q794_MOUSE;tr|Q6ZPV1|Q6ZPV1_MOUSE;tr|Q3UII8|Q3UII8_MOUSE;tr|Q3UKM9|Q3UKM9_MOUSE;tr|A4FTZ3|A4FTZ3_MOUSE;sp|Q924K8|MTA3_MOUSE;tr|Q3TY62|Q3TY62_MOUSE;tr|H3BLE1|H3BLE1_MOUSE,tr|Q3U3A7|Q3U3A7_MOUSE Metastasis-associated protein MTA3 OS=Mus musculus OX=10090 GN=Mta3 PE=1 SV=1;tr|E9Q794|E9Q794_MOUSE Metastasis-associated protein MTA3 OS=Mus musculus OX=10090 GN=Mta3 PE=1 SV=1;tr|Q6ZPV1|Q6ZPV1_MOUSE MKIAA1266 protein (Fragment) OS,58.367,80.545,750400000,77582000,96920000,111880000,75521000,116870000,76223000,100100000,95302000,25876000,2675200,3342100,3858100,2604200,4030000,2628400,3451800,3286300,79131000,103690000,91669000,80982000,91182000,88392000,96112000,68888000,9,13,13,13,17,15,14,12
tr|Q8CAJ7|Q8CAJ7_MOUSE;tr|Q3U3I6|Q3U3I6_MOUSE;sp|Q9Z2W0|DNPEP_MOUSE;tr|Q3TVK3|Q3TVK3_MOUSE;tr|Q8BPW9|Q8BPW9_MOUSE;tr|A0A087WS31|A0A087WS31_MOUSE;tr|A0A087WSE6|A0A087WSE6_MOUSE;tr|A0A087WRC1|A0A087WRC1_MOUSE;tr|A0A087WSU0|A0A087WSU0_MOUSE;tr|A0A087WNX3|A0A087WNX3_MOUSE;tr|A0A087WSD3|A0A087WSD3_MOUSE,tr|Q8CAJ7|Q8CAJ7_MOUSE;tr|Q3U3I6|Q3U3I6_MOUSE;sp|Q9Z2W0|DNPEP_MOUSE;tr|Q3TVK3|Q3TVK3_MOUSE;tr|Q8BPW9|Q8BPW9_MOUSE,tr|Q8CAJ7|Q8CAJ7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Dnpep PE=2 SV=1;tr|Q3U3I6|Q3U3I6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 PE=2 SV=1;sp|Q9Z2W0|DNPEP_MOUSE Aspartyl aminopeptidase OS=Mus musculus OX=10090 GN=Dnpep PE=,52.206,43.38,1246700000,116560000,155570000,152400000,191450000,158380000,114850000,141600000,215820000,59364000,5550700,7408000,7257200,9116900,7542100,5469100,6743000,10277000,158860000,135680000,113470000,201800000,134330000,119690000,123190000,174810000,9,13,13,15,13,13,12,19
sp|Q9CWI3|BCCIP_MOUSE,sp|Q9CWI3|BCCIP_MOUSE,sp|Q9CWI3|BCCIP_MOUSE BRCA2 and CDKN1A-interacting protein OS=Mus musculus OX=10090 GN=Bccip PE=1 SV=1,35.942,44.196,1779200000,160360000,213070000,257700000,195170000,226350000,210820000,235890000,279820000,98842000,8908700,11837000,14317000,10843000,12575000,11712000,13105000,15545000,181430000,221070000,216580000,189240000,217920000,210510000,198170000,200940000,9,15,17,12,14,15,13,14
sp|Q6KCD5|NIPBL_MOUSE;tr|Q497G5|Q497G5_MOUSE;tr|Q05CI1|Q05CI1_MOUSE;tr|Q3TPM9|Q3TPM9_MOUSE,sp|Q6KCD5|NIPBL_MOUSE,sp|Q6KCD5|NIPBL_MOUSE Nipped-B-like protein OS=Mus musculus OX=10090 GN=Nipbl PE=1 SV=1,315.45,52.143,1065100000,82456000,104690000,218570000,110630000,147120000,93830000,174380000,133450000,8453400,654410,830880,1734700,878050,1167600,744680,1383900,1059100,113980000,115990000,138510000,101680000,138190000,114430000,139440000,120160000,9,15,22,12,16,10,20,17
tr|A2AQJ7|A2AQJ7_MOUSE;sp|Q8BXN9|TM87A_MOUSE;tr|A2AQJ5|A2AQJ5_MOUSE;tr|A2AQJ6|A2AQJ6_MOUSE,tr|A2AQJ7|A2AQJ7_MOUSE;sp|Q8BXN9|TM87A_MOUSE;tr|A2AQJ5|A2AQJ5_MOUSE;tr|A2AQJ6|A2AQJ6_MOUSE,tr|A2AQJ7|A2AQJ7_MOUSE Transmembrane protein 87A OS=Mus musculus OX=10090 GN=Tmem87a PE=1 SV=1;sp|Q8BXN9|TM87A_MOUSE Transmembrane protein 87A OS=Mus musculus OX=10090 GN=Tmem87a PE=1 SV=1;tr|A2AQJ5|A2AQJ5_MOUSE Transmembrane protein 87A OS=Mus musculus OX,57.011,9.2648,446860000,45913000,45954000,87466000,55861000,39971000,46149000,78158000,47383000,18619000,1913000,1914800,3644400,2327600,1665500,1922900,3256600,1974300,40378000,46247000,52929000,46542000,46856000,56885000,64526000,49941000,8,4,4,3,3,4,4,2
tr|Q6NXL1|Q6NXL1_MOUSE;tr|Q80V21|Q80V21_MOUSE;tr|Q8R0M3|Q8R0M3_MOUSE,tr|Q6NXL1|Q6NXL1_MOUSE;tr|Q80V21|Q80V21_MOUSE;tr|Q8R0M3|Q8R0M3_MOUSE,"tr|Q6NXL1|Q6NXL1_MOUSE Sec24-related gene family, member D (S. cerevisiae) OS=Mus musculus OX=10090 GN=Sec24d PE=1 SV=1;tr|Q80V21|Q80V21_MOUSE Sec24d protein OS=Mus musculus OX=10090 GN=Sec24d PE=2 SV=1;tr|Q8R0M3|Q8R0M3_MOUSE Sec24d protein (Fragment) OS=M",112.67,14.695,411120000,60724000,31038000,17622000,86664000,57660000,69897000,30243000,57271000,11420000,1686800,862160,489500,2407300,1601700,1941600,840070,1590900,48121000,43338000,42174000,66829000,55005000,50510000,33933000,59343000,8,4,1,7,2,4,2,5
tr|A0A0U1RQ85|A0A0U1RQ85_MOUSE;sp|P22682|CBL_MOUSE;tr|A0A0X1KG61|A0A0X1KG61_MOUSE;tr|Q2M4H7|Q2M4H7_MOUSE;tr|A0A0U1RP47|A0A0U1RP47_MOUSE;tr|A0A0U1RP17|A0A0U1RP17_MOUSE;tr|B1NE42|B1NE42_MOUSE;tr|A0A0U1RP95|A0A0U1RP95_MOUSE;tr|B9EKI5|B9EKI5_MOUSE;sp|Q3TTA7|CBLB_MOUSE,tr|A0A0U1RQ85|A0A0U1RQ85_MOUSE;sp|P22682|CBL_MOUSE;tr|A0A0X1KG61|A0A0X1KG61_MOUSE;tr|Q2M4H7|Q2M4H7_MOUSE;tr|A0A0U1RP47|A0A0U1RP47_MOUSE,tr|A0A0U1RQ85|A0A0U1RQ85_MOUSE E3 ubiquitin-protein ligase CBL OS=Mus musculus OX=10090 GN=Cbl PE=1 SV=1;sp|P22682|CBL_MOUSE E3 ubiquitin-protein ligase CBL OS=Mus musculus OX=10090 GN=Cbl PE=1 SV=3;tr|A0A0X1KG61|A0A0X1KG61_MOUSE E3 ubiquitin-protein ligas,98.508,11.054,1649700000,108190000,229650000,190180000,223250000,259050000,219050000,161470000,258830000,35862000,2351900,4992300,4134400,4853300,5631500,4762000,3510300,5626700,158400000,157670000,0,198010000,204210000,170850000,146360000,207540000,8,3,2,5,5,5,3,3
tr|Q3U8Y1|Q3U8Y1_MOUSE;sp|Q9DCA2|RT11_MOUSE;tr|Q3TLY7|Q3TLY7_MOUSE,tr|Q3U8Y1|Q3U8Y1_MOUSE;sp|Q9DCA2|RT11_MOUSE;tr|Q3TLY7|Q3TLY7_MOUSE,"tr|Q3U8Y1|Q3U8Y1_MOUSE 28S ribosomal protein S11, mitochondrial OS=Mus musculus OX=10090 GN=Mrps11 PE=1 SV=1;sp|Q9DCA2|RT11_MOUSE 28S ribosomal protein S11, mitochondrial OS=Mus musculus OX=10090 GN=Mrps11 PE=1 SV=2;tr|Q3TLY7|Q3TLY7_MOUSE Uncharacterized p",20.251,42.299,491200000,65473000,53607000,66738000,52219000,54124000,49986000,98873000,50177000,44654000,5952100,4873300,6067100,4747100,4920400,4544200,8988500,4561500,52777000,70655000,56420000,71171000,60891000,48156000,57504000,48777000,8,7,3,3,2,4,5,6
tr|Z4YM25|Z4YM25_MOUSE;sp|Q8BHJ9|SLU7_MOUSE;tr|Q8R3A1|Q8R3A1_MOUSE;tr|B0QZT9|B0QZT9_MOUSE,tr|Z4YM25|Z4YM25_MOUSE;sp|Q8BHJ9|SLU7_MOUSE;tr|Q8R3A1|Q8R3A1_MOUSE,tr|Z4YM25|Z4YM25_MOUSE Pre-mRNA-splicing factor SLU7 (Fragment) OS=Mus musculus OX=10090 GN=Slu7 PE=1 SV=1;sp|Q8BHJ9|SLU7_MOUSE Pre-mRNA-splicing factor SLU7 OS=Mus musculus OX=10090 GN=Slu7 PE=1 SV=1;tr|Q8R3A1|Q8R3A1_MOUSE Slu7 protein OS=Mus musculus OX=,57.419,11.308,376600000,43121000,42732000,71025000,40052000,45319000,36209000,64469000,33674000,14485000,1658500,1643500,2731700,1540500,1743000,1392600,2479600,1295200,40627000,48111000,55134000,39541000,35747000,48315000,48913000,35669000,8,4,7,1,4,5,7,5
sp|Q8K2L8|TPC12_MOUSE;tr|Q3UGE1|Q3UGE1_MOUSE;tr|Q8C0C3|Q8C0C3_MOUSE;tr|Q8BUB5|Q8BUB5_MOUSE;tr|Q3TB00|Q3TB00_MOUSE;tr|Q99LT4|Q99LT4_MOUSE;tr|Q8BVI0|Q8BVI0_MOUSE;tr|Q8BVB3|Q8BVB3_MOUSE;tr|Q8BJF6|Q8BJF6_MOUSE,sp|Q8K2L8|TPC12_MOUSE;tr|Q3UGE1|Q3UGE1_MOUSE;tr|Q8C0C3|Q8C0C3_MOUSE;tr|Q8BUB5|Q8BUB5_MOUSE,sp|Q8K2L8|TPC12_MOUSE Trafficking protein particle complex subunit 12 OS=Mus musculus OX=10090 GN=Trappc12 PE=1 SV=2;tr|Q3UGE1|Q3UGE1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Trappc12 PE=2 SV=1;tr|Q8C0C3|Q8C0C3_MOUSE Trafficking protein pa,87.693,59.462,408570000,34972000,32765000,42508000,70422000,69149000,32332000,43432000,82988000,10752000,920320,862230,1118600,1853200,1819700,850830,1142900,2183900,50727000,42291000,39208000,50360000,53284000,46666000,38770000,59103000,8,6,2,6,8,5,2,4
tr|B9EIV8|B9EIV8_MOUSE;sp|Q9WVL3|S12A7_MOUSE;tr|A0A1Y7VMP9|A0A1Y7VMP9_MOUSE,tr|B9EIV8|B9EIV8_MOUSE;sp|Q9WVL3|S12A7_MOUSE,"tr|B9EIV8|B9EIV8_MOUSE Solute carrier family 12, member 7 OS=Mus musculus OX=10090 GN=Slc12a7 PE=2 SV=1;sp|Q9WVL3|S12A7_MOUSE Solute carrier family 12 member 7 OS=Mus musculus OX=10090 GN=Slc12a7 PE=1 SV=1",119.48,16.537,315830000,40744000,36700000,57958000,37291000,45252000,28867000,36194000,32827000,7018500,905430,815550,1288000,828690,1005600,641500,804300,729500,36707000,38291000,36867000,31984000,42647000,37882000,36735000,33540000,8,4,6,6,7,3,4,3
sp|Q9CQV5|RT24_MOUSE,sp|Q9CQV5|RT24_MOUSE,"sp|Q9CQV5|RT24_MOUSE 28S ribosomal protein S24, mitochondrial OS=Mus musculus OX=10090 GN=Mrps24 PE=1 SV=1",18.901,20.81,545940000,58748000,94834000,69747000,95184000,52978000,63269000,74315000,36864000,54594000,5874800,9483400,6974700,9518400,5297800,6326900,7431500,3686400,58230000,76077000,63063000,82064000,49307000,67601000,58432000,61344000,8,8,4,6,3,7,4,2
tr|F8VQE9|F8VQE9_MOUSE;sp|Q8VHH5|AGAP3_MOUSE;tr|A0A1D5RMG4|A0A1D5RMG4_MOUSE;tr|A0A0G2JER6|A0A0G2JER6_MOUSE;tr|Q8K0K1|Q8K0K1_MOUSE;tr|Q8BV81|Q8BV81_MOUSE;tr|A0A0G2JDW1|A0A0G2JDW1_MOUSE;tr|A0A087WRF2|A0A087WRF2_MOUSE;sp|Q8BXK8|AGAP1_MOUSE,tr|F8VQE9|F8VQE9_MOUSE;sp|Q8VHH5|AGAP3_MOUSE;tr|A0A1D5RMG4|A0A1D5RMG4_MOUSE;tr|A0A0G2JER6|A0A0G2JER6_MOUSE,"tr|F8VQE9|F8VQE9_MOUSE Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Mus musculus OX=10090 GN=Agap3 PE=1 SV=1;sp|Q8VHH5|AGAP3_MOUSE Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Mus musculus OX=10090 GN=Agap3",97.694,25.022,471770000,33591000,63685000,58984000,104100000,57188000,54962000,38527000,60737000,14743000,1049700,1990100,1843300,3253100,1787100,1717600,1204000,1898000,45916000,58717000,54823000,73519000,42324000,65245000,47008000,61222000,8,3,6,5,3,7,5,6
tr|Q3THX4|Q3THX4_MOUSE;sp|P97390|VPS45_MOUSE,tr|Q3THX4|Q3THX4_MOUSE;sp|P97390|VPS45_MOUSE,tr|Q3THX4|Q3THX4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vps45 PE=2 SV=1;sp|P97390|VPS45_MOUSE Vacuolar protein sorting-associated protein 45 OS=Mus musculus OX=10090 GN=Vps45 PE=1 SV=1,65.038,13.141,439950000,32326000,41228000,65507000,31283000,66205000,57367000,86910000,59129000,14192000,1042800,1329900,2113100,1009100,2135600,1850500,2803500,1907400,48729000,48746000,47114000,44759000,52912000,53356000,58649000,54530000,8,4,7,3,7,5,8,3
